date,open,close
2024-01-01,100.05029208843736,100.05029208843736
2024-01-02,100.0691534887125,99.99742356780298
2024-01-03,99.9341057901654,100.25358602795815
2024-01-04,100.21573393260527,100.29565247963552
2024-01-05,100.18621526781828,100.08075124245732
2024-01-08,99.95288005155776,100.22550606142092
2024-01-09,100.2886893721101,100.74828231913004
2024-01-10,100.80683377647324,101.12994944013971
2024-01-11,101.26086810809707,100.84527460487409
2024-01-12,100.76917617663605,100.3348275019199
2024-01-15,100.50430380679305,100.08468295917976
2024-01-16,100.05591985155736,100.10122734934355
2024-01-17,100.25882755040487,99.17027361267819
2024-01-18,99.1273541217974,99.08348309597272
2024-01-19,99.01060884960856,98.58968631084778
2024-01-22,98.61431257227478,98.30091027566424
2024-01-23,98.40230305281354,98.08690566190191
2024-01-24,98.10269859306385,97.96280604750741
2024-01-25,97.90544600087459,98.12410397709961
2024-01-26,97.99249799441942,98.53328673814245
2024-01-29,98.39519034493668,98.48262696694383
2024-01-30,98.53213249453073,99.02091861588022
2024-01-31,99.1189209096023,98.75744586537209
2024-02-01,98.74122055103493,98.89630281224548
2024-02-02,98.79005209989529,99.25370225491137
2024-02-05,99.34035492078368,99.2910265293524
2024-02-06,99.16389490021972,98.99573531458383
2024-02-07,98.92514461418406,98.63074778906056
2024-02-08,98.6919992443456,98.45016442718884
2024-02-09,98.22863765866603,98.5368774116356
2024-02-12,98.57494906530658,98.13893891889994
2024-02-13,98.08185730438281,98.0568258430373
2024-02-14,98.06754146330105,97.99437344676915
2024-02-15,97.98695512313817,98.20637274358009
2024-02-16,98.22622166519662,98.29069631877077
2024-02-19,98.35892696179465,98.43041564286764
2024-02-20,98.35576899307574,98.17298915573066
2024-02-21,98.31249120839757,98.12209092431084
2024-02-22,98.19333676508954,98.42979217373399
2024-02-23,98.51284060433468,99.01778464273343
2024-02-26,99.13312689355317,98.51910512389753
2024-02-27,98.59669761070612,99.11570678594987
2024-02-28,99.19936824095836,99.64929636144596
2024-02-29,99.6568292115659,99.96072488672185
2024-03-01,99.81810353832749,100.06646559275421
2024-03-04,100.05295210689789,99.94081300667584
2024-03-05,99.86390708791603,100.52367609664879
2024-03-06,100.38065686394137,101.3118855849231
2024-03-07,101.33806992450519,102.04199368812982
2024-03-08,101.9839777683183,102.57877692837087
2024-03-11,102.47314084864425,102.72541551006509
2024-03-12,102.6182727907373,102.22891537578613
2024-03-13,102.25635536271311,102.2270940109949
2024-03-14,102.26376000206186,102.49553211061053
2024-03-15,102.63107809266792,101.96732693549929
2024-03-18,101.96590809394469,102.1284850966593
2024-03-19,102.23488661298119,102.3040904084603
2024-03-20,102.44754783607503,102.58892247950206
2024-03-21,102.7069167327876,102.1030129343091
2024-03-22,101.86150827897293,101.83276562922283
2024-03-25,101.95788589043292,101.65499199628417
2024-03-26,101.68951606550446,101.1793271819966
2024-03-27,101.22220408235731,101.88327946811661
2024-03-28,101.92110133486406,101.68117942276818
2024-03-29,101.72009862225703,101.81497950243931
2024-04-01,101.84750065472709,101.70967326877003
2024-04-02,101.67316831342676,102.35389130530173
2024-04-03,102.15925153266943,102.89446764512387
2024-04-04,102.88326092217712,103.15514156895273
2024-04-05,103.0722324963351,102.24592807420596
2024-04-08,102.3563703847927,102.26720707724577
2024-04-09,102.23767573318017,102.54688178623776
2024-04-10,102.55544192371252,102.958694302381
2024-04-11,102.87121998251986,102.70421869228765
2024-04-12,102.65177561067544,103.45273170636406
2024-04-15,103.45153857962765,102.90632294285382
2024-04-16,102.7534684444507,102.63402127785916
2024-04-17,102.66488180027761,103.01789303936297
2024-04-18,103.00696569930285,103.03810705120355
2024-04-19,102.91593272700268,103.86339801677227
